A1.1,A1.2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32
Citizen of the United States,US/Canada,Male,High school,None,19,White,"Single, never married",A student,Yes,More than a month,Worried,4,4,4,5,5,2,5,4,5,5,1,5,4,5,5,More than 3 years,RPG,Everyday,3-4 hours,1. Everyday,Decorating,Unclear question,2,1,4,3,1,1,5,5,4,4,1,4,1,2,4,4,4,2,2,4,4,3,1,3,4,1,1,2,5,4,2,4,4,4,2,3,2,4,1,5,4,4,4,3,4,5,4,5,2,1,3,2,4,4,4,4,3,3,3,4
Filipino,Asia,Female,Undergraduate school,Both,19,Asian,"Single, never married",A student,No,No self-isolation/social distancing,Very worried,4,3,4,1,5,1,5,3,4,3,5,5,3,3,5,1-2 years,"Adventure, RPG, Simulation",Almost everyday,3-4 hours,1. Everyday,Terraforming,Cute nature aesthetic,4,4,3,4,2,5,5,5,5,3,1,4,1,3,2,3,2,2,2,3,4,1,1,2,3,4,2,2,4,3,4,5,5,5,1,1,2,3,3,4,5,5,3,3,2,2,5,5,5,3,1,1,5,3,5,4,1,3,5,5
Vietnam,Asia,Male,Undergraduate school,None,20,Asian,"Single, never married",A student,No,No self-isolation/social distancing,Worried,3,3,4,2,4,1,3,4,5,3,4,3,4,1,4,More than 3 years,"Action, Adventure, RPG, Strategy",Everyday,3-4 hours,1. Everyday,Terraforming,Asymmetric,4,4,3,2,2,5,4,3,4,4,2,3,2,1,2,2,2,4,3,3,2,2,3,4,4,4,4,4,4,4,3,5,5,5,1,3,1,3,2,5,4,4,3,2,4,5,3,5,5,1,1,1,3,2,4,4,2,3,2,1
Vietnam,Asia,Female,Undergraduate school,None,20,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,4,5,1,5,1,5,4,5,5,5,5,5,5,5,More than 3 years,"Action, RPG, Simulation, Strategy",Everyday,6-9 hours,1. Everyday,Fishing,Natural,4,4,2,3,4,5,5,3,3,4,1,4,1,1,2,4,2,1,4,2,2,1,1,1,4,4,4,4,5,5,5,5,5,5,1,3,1,5,1,5,4,5,5,1,5,5,5,5,3,1,1,1,5,4,5,5,1,5,1,1
Vietnam,Asia,Male,High school,None,20,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,2,3,4,2,4,1,5,3,5,4,4,4,4,3,5,More than 3 years,"Action, RPG, 2D Fighter",Almost everyday,1-2 hours,2. Almost everyday,Fishing,Urban-themed stuff,4,4,3,3,3,5,5,3,3,4,2,3,2,2,3,3,2,3,4,3,2,2,2,4,4,4,1,3,5,3,2,5,3,5,1,3,3,4,1,5,2,5,4,1,3,3,4,5,5,1,1,1,2,5,5,3,1,3,1,1
Vietnamese,Asia,Female,Undergraduate school,None,20,Asian,"Single, never married",Out of work and looking for work,Yes,5 days,Worried,4,5,4,5,4,2,2,5,4,2,4,5,5,4,5,More than 3 years,"RPG, Strategy",Almost every week,1-2 hours,No,Planting trees/flowers,Animals,1,1,1,1,1,1,1,1,1,4,2,4,4,1,4,4,2,2,4,4,1,4,4,1,1,1,1,1,5,3,4,4,4,4,1,5,1,1,1,5,2,5,5,1,5,5,5,5,1,1,1,1,4,4,5,5,1,4,1,1
Vietnam,Asia,Male,Graduate school and higher,Both,20,Asian,"Single, never married",Self-employed,Yes,More than a month,Not at all,5,3,4,3,4,1,3,1,4,1,4,3,4,4,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Farming / Chill",Almost everyday,2-3 hours,2. Almost everyday,Catching bugs,Paragon,4,4,2,2,3,5,5,5,5,4,3,2,1,2,3,2,2,2,4,4,4,2,3,3,4,4,2,2,4,4,1,3,3,4,2,2,2,5,3,5,5,5,5,3,3,4,4,4,4,4,2,3,5,4,3,3,2,3,3,1
Viet nam,Asia,Male,Graduate school and higher,None,20,Asian,"Single, never married",Out of work and looking for work,Yes,More than a week,Worried,3,3,4,2,4,2,4,2,4,4,4,3,4,2,4,More than 3 years,RPG,Everyday,3-4 hours,2. Almost everyday,Fishing,Old-fashioned,3,4,2,2,3,4,3,4,4,3,2,3,2,2,3,3,3,2,2,4,3,3,3,2,4,3,4,4,4,3,3,3,3,3,1,2,2,3,1,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,3,3,2,3,3,2
Portuguese-Canadian,US/Canada,Female,High school,None,20,White,"Single, never married",A student,Yes,More than a month,A little,4,5,4,4,5,2,5,5,5,4,3,5,4,5,5,More than 3 years,"Adventure, RPG, Simulation",Everyday,3-4 hours,1. Everyday,Talking to my villagers.,Countryside,3,3,3,4,2,5,5,5,5,4,3,4,1,1,3,3,2,1,2,3,4,4,3,2,4,2,2,2,5,5,5,5,4,5,1,3,1,3,2,5,5,5,3,1,3,5,4,5,5,1,2,1,5,3,5,5,1,5,2,1
British,EU,Female,High school,Both,20,White,"Single, never married",Out of work and looking for work,Yes,More than a month,A little,3,3,4,2,4,2,4,3,4,3,3,3,2,3,3,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3-4 hours,1. Everyday,Planting trees/flowers,Natural,4,3,4,3,4,5,5,5,5,4,3,4,2,3,4,4,4,4,4,4,4,4,4,1,4,4,4,4,5,5,5,5,5,5,1,1,1,5,2,5,5,5,5,1,5,5,5,5,2,1,1,1,5,5,5,5,1,5,5,1
USA,US/Canada,Male,Undergraduate school,Both,20,White,"Single, never married",Out of work but not currently looking for work,Yes,More than a week,Very worried,4,4,5,3,3,4,5,2,3,2,5,4,4,3,5,More than 3 years,"Adventure, Strategy",Everyday,2-3 hours,1. Everyday,Terraforming,Animal crossing,4,2,2,3,2,4,3,3,2,3,2,3,2,4,3,2,2,3,3,2,3,2,2,3,2,3,2,4,3,2,4,3,4,3,2,3,4,2,4,3,4,2,4,5,3,5,4,2,5,4,3,2,5,5,4,3,3,2,4,5
USA,US/Canada,Male,High school,None,20,White,"Single, never married",Out of work but not currently looking for work,Yes,More than a month,Very worried,4,2,4,3,5,2,2,1,4,1,3,1,4,4,5,More than 3 years,"RPG, Simulation, Strategy",Everyday,1-2 hours,2. Almost everyday,Planting trees/flowers,Planting trees/flowers,3,2,4,4,3,4,4,2,5,3,3,2,4,4,3,4,3,3,4,4,4,3,3,2,2,3,2,3,3,4,4,2,5,5,4,4,3,5,5,4,3,2,4,4,3,5,4,5,3,4,5,2,5,4,5,3,5,4,5,3
United States,US/Canada,Female,High school,A pet,20,Black or African American,"Single, never married",A student,Yes,More than a month,Worried,4,2,5,2,4,1,5,2,4,2,3,2,3,2,4,1-2 years,"Action, Simulation",Almost everyday,1-2 hours,3. Every week,Planting trees/flowers,riverside,3,3,4,3,3,3,3,4,3,3,3,2,3,3,3,3,4,3,2,3,4,3,4,3,3,3,4,3,4,4,3,3,4,4,3,3,3,4,5,4,3,4,3,4,4,4,3,2,4,4,2,3,3,3,3,2,3,4,3,3
us,US/Canada,Male,Undergraduate school,Both,20,Black or African American,"Single, never married",Employed for wages,No,3 days,Not at all,3,4,4,3,2,2,3,4,4,4,4,3,2,2,3,1-2 years,Simulation,Every week,2-3 hours,3. Every week,Fishing,none,2,3,2,3,2,3,2,4,3,3,1,2,3,2,3,1,2,3,2,2,4,3,2,3,3,2,1,3,4,2,3,4,3,2,3,4,3,2,4,3,1,2,3,4,3,4,2,3,4,2,3,4,2,3,4,3,2,4,3,2
Scottish,EU,Female,High school,A garden,20,White,"Single, never married",Unable to work,Yes,More than a month,Worried,4,2,4,3,4,1,5,4,4,3,2,5,3,5,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Every week,1-2 hours,2. Almost everyday,Catching bugs,"Natural, lots of water",4,4,3,2,2,5,5,5,5,4,3,4,2,3,3,3,2,1,2,3,4,4,4,2,3,2,4,3,5,4,4,4,4,4,2,3,2,4,1,5,3,4,4,3,4,4,3,4,4,2,2,2,3,2,3,4,3,4,4,3
American,US/Canada,Male,Undergraduate school,A pet,20,White,"Single, never married",Out of work and looking for work,No,No self-isolation/social distancing,Worried,4,4,4,1,5,2,4,4,5,5,4,5,2,5,5,More than 3 years,"Action, Adventure, Simulation, FPS",Almost everyday,3-4 hours,2. Almost everyday,Catching bugs,City,4,4,2,3,2,5,5,3,4,3,2,4,1,2,4,3,2,2,3,2,3,4,3,2,4,4,3,3,5,4,4,5,4,5,1,3,1,4,1,5,2,5,5,1,5,5,5,5,4,1,1,1,2,4,5,4,1,5,1,1
American,US/Canada,Female,High school,Both,20,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,5,3,5,3,5,1,5,1,5,5,5,5,5,1,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,2-3 hours,2. Almost everyday,Catching bugs,Honestly can't remember oops..,4,4,4,4,4,5,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,2,3,2,3,4,5,5,5,5,1,5,5,5,5,5,1,1,1,5,5,5,5,2,5,5,2
American,US/Canada,Female,High school,Both,20,White,"Single, never married",A student,Yes,More than a month,Worried,3,2,5,4,5,3,5,3,4,4,4,4,4,2,5,More than 3 years,"RPG, Simulation, Strategy",Almost everyday,3-4 hours,2. Almost everyday,Planting trees/flowers,Rustic,2,4,4,3,3,4,4,4,4,4,2,4,1,2,4,4,2,1,1,4,4,4,4,2,4,4,3,3,5,4,5,5,5,5,1,2,3,5,1,5,4,5,5,2,5,5,5,5,4,1,1,1,5,3,5,5,2,5,4,1
American,US/Canada,Female,Secondary school,A pet,20,Native American or American Indian,"Single, never married",Employed for wages,Yes,More than a month,A little,1,4,5,4,5,1,5,4,5,5,1,5,2,4,5,More than 3 years,"Action, Adventure, RPG",Everyday,3-4 hours,1. Everyday,Decorating,I don't understand the question completely but I terraformed shapes with the water like cats and moon,3,3,4,4,1,5,5,5,5,4,1,4,1,1,4,4,3,1,2,4,4,2,1,2,4,2,2,2,5,4,4,5,3,5,1,2,1,5,2,5,1,5,5,2,5,5,5,5,4,1,2,1,3,5,4,4,1,4,1,1
American,US/Canada,Male,High school,A pet,20,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,4,4,5,5,5,2,5,5,5,5,5,5,2,5,5,2-3 years,"Action, Adventure, Strategy",Almost everyday,2-3 hours,1. Everyday,Terraforming,Im trying to make a kingdom esc island,3,4,3,4,3,5,5,5,5,4,1,4,1,1,3,3,3,4,2,2,2,1,1,3,4,4,2,2,4,1,5,5,4,4,2,4,3,3,3,2,1,2,1,3,3,3,3,4,4,2,2,2,4,1,3,3,3,3,2,5
white,EU,Female,High school,A pet,20,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,More than 3 years,"Adventure, Simulation, Strategy",Almost everyday,3-4 hours,2. Almost everyday,Terraforming,waterfalls,3,3,3,4,2,5,5,5,5,4,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,2,2,1,1,3,2,3,3,2,2,2,3,3,3,2,1,1,3,2,2,2,2,2,2,2
American,US/Canada,Female,Undergraduate school,Both,20,Hispanic or Latino,"Single, never married",Self-employed,Yes,More than a month,Worried,3,4,3,2,5,1,5,5,5,5,3,5,4,5,2,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,2-3 hours,1. Everyday,Catching bugs,N/A,4,4,2,1,3,4,4,2,1,4,1,4,2,2,2,4,1,1,2,2,3,1,1,2,4,3,4,4,5,3,3,5,5,5,1,3,2,3,3,5,2,4,3,2,4,4,5,5,5,4,2,1,2,3,4,4,2,3,1,3
United States,US/Canada,Female,High school,Both,20,White,"Single, never married",A student,Yes,More than a month,A little,3,4,5,1,5,1,5,4,5,5,4,4,5,3,5,More than 3 years,RPG,Almost everyday,2-3 hours,2. Almost everyday,Fishing,Waterscaping!,4,4,2,3,1,5,5,3,3,4,2,4,1,3,3,4,2,3,2,3,2,4,2,3,2,4,3,2,5,4,5,5,5,5,1,3,1,3,2,5,5,5,5,2,4,4,4,4,4,2,2,1,1,1,3,4,1,5,4,1
United States,US/Canada,Female,Undergraduate school,A garden,20,Asian,"Single, never married",A student,Yes,More than a month,Worried,5,4,4,3,5,4,4,4,4,4,4,5,4,4,5,0-1 years,Simulation,Almost everyday,2-3 hours,1. Everyday,Decorating with furniture,Island tropical,3,3,4,4,2,3,3,5,5,3,1,4,1,1,4,4,4,1,3,4,4,1,1,2,4,3,1,2,5,5,5,5,5,5,1,4,2,4,2,5,4,5,5,5,5,5,5,5,4,2,2,2,4,4,4,4,2,5,5,2
Mixed,Other,Female,High school,Both,20,Hispanic or Latino,"Single, never married",A student,Yes,More than a month,Very worried,4,3,5,2,5,3,5,4,5,5,4,5,4,3,5,More than 3 years,"Action, Adventure, RPG",Every week,3-4 hours,2. Almost everyday,Planting trees/flowers,Unsure,3,3,4,2,3,5,5,5,5,4,3,4,3,3,3,3,2,3,3,4,4,4,4,2,4,2,3,3,5,4,5,5,5,5,2,3,1,4,3,5,4,5,5,2,4,5,5,5,3,2,1,2,5,5,4,5,1,5,2,1
American,US/Canada,Female,Undergraduate school,Both,20,Hispanic or Latino,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,5,4,5,1,4,3,5,3,5,5,4,5,4,5,5,More than 3 years,"Adventure, Simulation",Almost everyday,3-4 hours,1. Everyday,Planting trees/flowers,Natural,4,3,4,3,2,5,5,5,5,4,2,4,2,3,3,2,2,3,3,4,4,3,3,4,3,4,4,4,5,5,4,5,5,5,2,2,2,3,2,5,3,5,5,1,4,5,5,5,5,1,1,1,5,3,4,5,1,5,4,1
American,US/Canada,Female,Undergraduate school,A pet,20,White,"Single, never married",A student,Yes,More than 2 weeks,A little,4,4,4,2,5,1,5,4,5,5,3,5,5,3,5,More than 3 years,"RPG, Simulation",Everyday,3-4 hours,1. Everyday,Fishing,Cute!,3,4,2,2,2,5,3,2,2,4,1,3,3,2,2,2,2,4,2,2,2,2,3,4,3,4,1,2,4,3,3,4,4,5,2,1,1,4,1,5,4,5,5,2,3,3,3,4,4,1,1,1,5,3,4,5,1,5,4,1
"British / Filipino, I am a dual citizen",EU,Female,Undergraduate school,None,20,Other,"Single, never married",A student,Yes,More than a month,Not at all,4,2,4,1,4,4,4,4,5,3,3,2,5,4,4,More than 3 years,"Action, Adventure, RPG, FPS, TPS",Almost everyday,3-4 hours,2. Almost everyday,Terraforming,"A more natural nature approach, but still built up. I don’t want my island to look like a full blown city, but a small nature town is what I am going for.",3,3,4,4,2,4,4,5,3,4,2,4,1,4,3,4,3,1,1,4,2,1,1,2,3,4,1,4,5,5,5,5,4,5,1,1,1,5,2,5,5,5,5,2,5,5,5,5,5,1,5,1,3,5,5,3,1,4,5,1
Filipino,Asia,Female,High school,A pet,20,Asian,"Single, never married",A student,Yes,More than a month,Worried,4,3,5,2,5,1,5,2,5,4,5,2,4,1,5,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,2-3 hours,1. Everyday,Talking to my villagers and checking what they are doing.,Rustic style,4,4,3,2,3,5,5,5,5,4,3,3,3,2,3,4,2,2,3,3,3,2,3,1,4,3,3,4,5,4,4,5,5,5,1,1,1,4,1,5,4,5,4,2,5,5,5,5,2,1,1,1,3,5,5,5,1,5,4,1
Filipino,Asia,Female,High school,Both,20,Asian,"Single, never married",A student,Yes,More than a month,Worried,3,4,1,3,1,5,2,3,1,4,1,4,1,3,1,More than 3 years,"Action, RPG, Simulation",Everyday,10 hours,1. Everyday,Fishing,nature,4,4,2,1,3,5,5,5,5,4,2,4,1,3,2,2,1,2,3,3,4,1,1,3,4,4,2,3,5,4,4,5,5,5,2,2,3,3,3,5,5,5,5,1,5,3,5,5,2,1,3,2,5,3,5,5,2,5,5,1
Filipino,Asia,Male,High school,A pet,20,Asian,"Single, never married",A student,Yes,More than a month,Very worried,3,2,4,2,5,1,5,2,5,5,2,5,4,5,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,10+ hours,1. Everyday,Terraforming,Sceneries,3,2,2,4,4,3,5,2,2,4,2,4,1,3,2,4,4,1,3,2,1,1,1,4,4,4,1,1,5,5,5,5,5,5,1,3,1,5,1,5,4,5,3,1,4,4,5,5,5,1,2,1,4,4,5,5,1,5,4,1
Vietnamese-American,US/Canada,Female,Undergraduate school,Both,20,Asian,Married or domestic partnership,A student,Yes,More than a month,Worried,5,3,4,3,5,4,5,4,5,5,4,5,5,3,5,1-2 years,"RPG, Simulation, Platform",Almost everyday,2-3 hours,1. Everyday,Terraforming,Forest/Asian-influenced,2,2,4,4,3,3,3,5,3,4,2,3,1,2,4,3,2,1,2,4,3,2,1,1,4,2,1,1,5,4,4,5,5,5,1,1,2,5,1,5,3,5,4,1,4,5,5,5,5,2,2,1,3,2,4,5,2,5,1,1
Vietnam,Asia,Female,Undergraduate school,None,20,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,5,3,4,4,3,2,5,5,5,2,5,4,5,3,5,0-1 years,Strategy,Less than every month,None,6. Less than every month,Planting trees/flowers,Em chưa chơi trò này,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,3,2,3,3,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
Filipino,Asia,Female,Graduate school and higher,Both,20,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,4,2,5,1,5,3,5,4,1,5,3,5,5,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3-4 hours,2. Almost everyday,Decorating my island,Natural and refreshing style,3,3,4,4,4,4,4,4,4,4,1,4,1,3,2,4,4,3,2,4,4,1,2,3,3,4,2,3,4,3,4,3,3,4,3,4,4,4,3,5,4,4,4,5,4,5,5,5,4,4,1,3,5,5,5,4,4,5,5,1
Canadian,US/Canada,Female,High school,Both,20,White,"Single, never married",A student,Yes,More than a month,Very worried,5,3,5,2,5,2,5,4,5,5,4,4,5,2,5,More than 3 years,"Adventure, Simulation, Story-driven",Almost everyday,2-3 hours,1. Everyday,Planting trees/flowers,I’m trying to go for either constant Halloween feel or cottage country — I don’t know just yet,4,4,4,4,3,5,5,5,4,4,2,4,2,1,4,2,1,2,3,4,3,1,1,2,4,4,2,4,5,4,5,5,5,5,1,2,2,5,3,5,3,5,4,2,4,5,5,5,4,1,1,1,3,3,5,5,2,5,3,1
Vietnam,Asia,Male,Graduate school and higher,A pet,21,Asian,"Single, never married",A student,Yes,More than a month,A little,1,4,3,3,1,4,1,4,1,3,1,4,3,4,1,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,2-3 hours,2. Almost everyday,Terraforming,None,2,3,3,3,2,3,4,4,3,3,4,4,3,2,3,4,2,4,3,2,2,1,3,3,2,3,3,2,3,2,2,3,2,3,1,2,3,3,2,3,2,2,2,3,2,3,2,2,1,2,1,1,2,1,2,1,1,2,2,1
Vietnamese,Asia,Male,High school,None,21,Asian,"Single, never married",A student,Yes,More than a month,Not at all,4,2,4,3,5,2,4,4,5,5,4,5,5,2,5,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost everyday,45,2. Almost everyday,Catching bugs,Japanese/East Asian,4,4,4,4,3,4,5,5,5,4,3,4,3,2,3,4,4,2,3,3,3,2,3,4,4,3,4,4,5,3,2,5,4,5,1,2,3,2,1,5,2,5,3,2,3,4,4,5,3,2,1,1,3,2,4,4,2,5,2,3
American,US/Canada,Female,High school,Both,21,Asian,"Single, never married",A student,Yes,More than a month,Very worried,2,4,4,2,5,2,4,5,5,5,2,4,4,2,5,More than 3 years,"Adventure, Simulation, Visual Novels",Everyday,3-4 hours,1. Everyday,Planting trees/flowers,Natural looking cliffs and water,4,4,4,4,3,5,5,5,5,4,3,4,1,3,4,4,4,3,3,4,4,4,3,4,4,4,3,4,5,4,5,5,5,5,2,3,2,5,1,5,5,5,5,2,5,5,5,5,5,2,2,1,5,5,5,5,2,5,5,1
American,US/Canada,Female,High school,Both,21,White,"Single, never married",A student,Yes,More than a month,Worried,4,3,5,3,4,3,5,4,4,5,4,4,4,4,5,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3-4 hours,2. Almost everyday,"Going to new islands, decorating",I like it to look as natural as possible but polished,4,4,4,4,3,4,4,4,4,4,1,4,2,3,4,3,2,1,3,4,4,4,4,1,4,3,4,4,5,4,4,5,5,5,1,2,1,4,2,4,1,4,4,1,4,4,4,4,3,1,1,1,3,2,3,3,1,3,1,1
Filipino,Asia,Female,High school,A garden,21,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,5,4,5,1,5,1,5,4,5,4,5,5,5,3,5,More than 3 years,"Action, Adventure, Simulation, Puzzle",Almost everyday,3-4 hours,1. Everyday,Interacting with villagers,Accessibility and grandeur,2,2,2,2,4,5,5,2,2,4,1,4,1,2,2,2,1,4,1,4,4,1,1,3,4,4,1,4,5,5,5,5,5,5,1,4,2,5,1,5,3,5,5,1,5,5,5,5,4,1,1,1,5,3,5,5,2,5,5,2
United States,US/Canada,Female,High school,A pet,21,Black or African American,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,4,1,4,3,4,3,2,3,4,3,2,3,3,2,4,1-2 years,Action,Every week,1-2 hours,3. Every week,Catching bugs,forest,4,3,2,2,1,4,3,4,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,4,3,4,4,3,3,4,4,4,3,3,4,3,2,3,3,4,2,3,3,3,2,3,4,3,3,2,4,3,3,2,3
America,US/Canada,Male,Undergraduate school,A pet,21,White,"Single, never married",A student,No,No self-isolation/social distancing,Very worried,4,2,5,4,4,2,2,3,2,2,4,2,5,1,4,More than 3 years,"Action, Adventure, RPG, Strategy",Every week,3-4 hours,3. Every week,Fishing,Magic kingdom,2,2,1,2,3,1,2,3,1,2,2,2,1,2,2,3,1,1,1,2,2,3,4,1,2,3,3,2,3,4,2,3,4,4,3,2,3,3,4,5,4,4,3,3,4,4,3,3,4,2,3,1,3,4,3,2,1,1,1,3
USA,US/Canada,Female,Undergraduate school,Both,21,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,4,4,4,1,3,2,3,2,5,4,3,2,3,1,5,More than 3 years,"RPG, Simulation, Strategy",Everyday,2-3 hours,1. Everyday,Fishing,fishing,2,4,3,2,3,5,4,3,4,2,2,3,2,3,3,2,3,3,2,3,2,3,4,1,3,2,4,3,4,5,4,2,5,4,4,4,3,5,4,2,5,4,3,4,3,5,4,2,4,5,3,5,4,3,5,4,3,2,4,5
American,US/Canada,Male,Undergraduate school,None,21,Black or African American,"Single, never married",Self-employed,Yes,More than a month,A little,4,4,4,3,5,2,5,4,4,5,4,5,4,3,5,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,2-3 hours,1. Everyday,Terraforming,I prefer a natural theme,2,2,4,4,2,5,5,5,4,4,3,2,4,2,4,3,2,1,2,4,2,1,2,1,4,2,3,2,5,5,5,5,5,5,1,2,1,5,1,5,2,4,5,1,5,5,5,5,5,1,1,1,4,2,5,5,1,4,1,1
British,EU,Female,Undergraduate school,Both,21,Asian,"Single, never married",A student,Yes,More than 3 weeks,A little,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,More than 3 years,"RPG, Simulation, Strategy",Everyday,2-3 hours,1. Everyday,Planting trees/flowers,Natural,3,3,4,4,4,3,3,3,3,4,2,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3
White British,EU,Female,Undergraduate school,None,21,White,"Single, never married",Unable to work,Yes,More than 2 weeks,Very worried,5,3,4,3,4,3,3,4,3,4,4,3,3,3,4,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,2-3 hours,2. Almost everyday,Home decor,Cute/kawaii,3,3,3,3,2,5,5,5,4,4,1,3,1,2,3,4,3,2,2,4,3,3,2,1,4,1,2,3,4,4,3,4,4,5,1,1,1,4,1,5,4,5,4,2,4,4,4,5,5,1,1,1,4,3,5,3,2,4,2,3
"Welsh, British",EU,Male,Graduate school and higher,Both,21,White,"Single, never married",A student,Yes,More than a month,Not at all,1,1,3,3,5,1,4,5,5,5,4,5,5,1,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3-4 hours,2. Almost everyday,Designing,Confused about this question. But my island is rural/urban clash japanese,2,2,1,2,2,5,5,1,1,4,1,4,1,1,2,4,3,2,3,1,1,1,1,1,3,3,1,2,3,2,3,3,2,2,2,1,2,1,1,1,1,2,4,4,2,2,2,2,2,3,2,3,3,2,2,2,3,2,1,2
White English,EU,Female,High school,Both,21,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,4,5,5,1,5,5,5,4,5,5,4,1,5,More than 3 years,Adventure,Almost everyday,3-4 hours,1. Everyday,Terraforming,Cottage core although my island is more faerie/witchy y,2,2,4,4,1,5,5,3,4,4,2,4,1,2,1,4,2,1,1,3,2,1,2,1,3,4,1,1,3,3,5,5,5,5,1,3,1,3,1,5,5,5,5,2,5,5,5,5,2,1,1,1,5,5,4,5,1,5,5,1
British - White,EU,Female,Graduate school and higher,Both,21,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,5,5,5,3,4,4,5,4,5,5,5,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Whatever looks fun",Almost everyday,"2-3 weekdays, 5-7 on weekends.",1. Everyday,Planting trees/flowers,"More natural, floral areas.",4,4,4,3,3,5,5,5,5,4,2,4,3,2,3,3,2,1,4,4,4,3,4,1,4,4,4,4,5,4,5,5,5,5,2,3,1,4,1,5,5,5,5,1,5,4,5,5,5,1,1,1,4,3,5,5,1,4,4,1
British,EU,Female,Undergraduate school,A garden,21,White,"Single, never married",A student,Yes,More than a month,A little,5,3,5,3,4,2,4,3,4,3,4,4,4,2,4,More than 3 years,"Action, Adventure, Strategy",Everyday,3-4 hours,1. Everyday,Terraforming,foresty/fairytale,3,3,3,4,3,5,5,5,5,4,1,4,1,1,3,3,3,2,3,3,4,4,3,3,2,4,2,3,5,4,3,5,5,5,1,4,1,4,1,5,5,5,5,2,4,4,5,5,5,1,1,1,4,4,4,4,1,4,4,1
South Korean,Asia,Female,Undergraduate school,A pet,21,Asian,Separated,A student,Yes,More than a month,A little,4,3,4,3,5,1,5,2,4,2,4,4,5,1,3,0-1 years,"Action, Adventure, RPG, Simulation, Strategy",Almost every week,1-2 hours,2. Almost everyday,Planting trees/flowers,...my own? haha,1,1,4,3,2,1,1,1,5,4,1,2,1,1,1,3,4,4,3,4,3,4,2,1,4,4,2,4,4,4,3,4,3,4,2,3,5,4,1,5,3,3,3,4,3,3,3,3,4,5,5,5,3,3,3,3,4,2,1,2
White,EU,Female,High school,A pet,21,White,Married or domestic partnership,A student,Yes,More than a month,Very worried,4,4,5,2,5,3,5,5,4,5,5,5,5,4,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,More than 5 hours,2. Almost everyday,Terraforming,Natural chic,3,3,4,4,3,5,5,5,5,4,3,4,1,3,3,4,3,2,2,4,4,4,4,1,4,3,3,3,5,5,3,5,5,5,2,4,3,5,1,5,4,5,5,2,4,5,5,5,4,3,4,2,5,2,4,5,3,5,5,1
